agent_id,customer_id,customer_phone,amount,timestamp,payment_method,remittance_status,branch
AGT020,CUST0458,+233824710079,1641.11,2026-06-12 14:57:48,momo,pending,Cape_Coast
AGT024,CUST0414,+233582187762,1967.46,2026-05-30 11:57:25,cash,remitted,Tamale
AGT033,CUST0114,+233431910897,534.15,2026-06-04 04:53:51,cash,remitted,Kumasi
AGT024,CUST0466,+233596400050,1940.05,2026-05-18 03:53:00,cash,remitted,Accra
AGT011,CUST0145,+233720418996,873.84,2026-05-21 06:13:57,cash,remitted,Tamale
AGT049,CUST0026,+233984674266,708.09,2026-03-13 14:49:12,cash,pending,Tamale
AGT008,CUST0136,+233776819025,119.69,2026-04-28 02:13:48,momo,remitted,Cape_Coast
AGT036,CUST0303,+233930886491,124.48,2025-12-31 20:09:17,cash,remitted,Tamale
AGT038,CUST0232,+233432941234,1390.18,2026-06-11 02:35:12,cash,missed,Tamale
AGT040,CUST0369,+233538589102,926.7,2026-05-28 20:13:28,cash,remitted,Cape_Coast
AGT020,CUST0076,+233162396414,468.51,2026-06-14 02:00:08,cash,remitted,Cape_Coast
AGT035,CUST0475,+233492589038,1235.66,2026-06-10 02:49:52,cash,pending,Takoradi
AGT048,CUST0328,+233415804419,520.66,2026-02-21 00:05:31,cash,missed,Kumasi
AGT025,CUST0345,+233343049350,1163.71,2026-05-22 18:32:00,momo,remitted,Kumasi
AGT035,CUST0302,+233984965740,731.23,2026-04-06 18:32:54,cash,pending,Takoradi
AGT025,CUST0452,+233961031471,1650.63,2026-05-05 02:14:36,cash,missed,Kumasi
AGT029,CUST0289,+233569286216,1644.98,2026-04-11 17:16:45,cash,missed,Tamale
AGT018,CUST0001,+233355428423,965.15,2026-04-26 04:58:54,momo,missed,Takoradi
AGT046,CUST0147,+233546513267,714.62,2026-01-13 18:02:35,bank_transfer,remitted,Takoradi
AGT018,CUST0287,+233113605804,737.87,2026-04-28 13:15:54,cash,remitted,Kumasi
AGT002,CUST0464,+233912392272,1615.31,2026-05-03 23:52:18,bank_transfer,remitted,Accra
AGT035,CUST0142,+233702147152,669.8,2026-01-20 08:43:58,cash,remitted,Kumasi
AGT016,CUST0053,+233516478064,433.94,2025-12-27 12:47:29,momo,remitted,Accra
AGT041,CUST0304,+233308026336,187.68,2026-03-31 00:41:53,cash,remitted,Takoradi
AGT036,CUST0069,+233714567775,944.05,2026-02-27 05:22:47,momo,remitted,Accra
AGT033,CUST0361,+233368253330,974.62,2026-05-05 22:22:25,momo,remitted,Tamale
AGT004,CUST0090,+233365854526,1685.0,2026-03-26 01:32:29,cash,remitted,Cape_Coast
AGT033,CUST0446,+233673226789,458.05,2026-03-05 14:26:54,momo,pending,Accra
AGT014,CUST0220,+233125974082,774.36,2026-05-12 07:09:41,momo,remitted,Cape_Coast
AGT021,CUST0450,+233951773882,1620.64,2026-03-30 17:47:48,cash,remitted,Tamale
AGT048,CUST0498,+233232242244,1650.77,2026-01-29 03:32:09,cash,remitted,Cape_Coast
AGT020,CUST0192,+233144807180,781.53,2026-02-20 07:20:19,cash,remitted,Tamale
AGT008,CUST0454,+233643710701,929.07,2026-04-18 21:17:40,momo,missed,Cape_Coast
AGT007,CUST0063,+233857557534,620.51,2026-04-26 06:00:11,momo,remitted,Cape_Coast
AGT003,CUST0073,+233182102991,1866.46,2026-06-16 05:32:07,cash,remitted,Kumasi
AGT017,CUST0161,+233154101105,254.91,2026-01-29 05:29:46,momo,remitted,Accra
AGT033,CUST0169,+233869904661,1868.82,2026-05-02 12:42:52,bank_transfer,remitted,Cape_Coast
AGT048,CUST0089,+233906260060,1374.06,2026-06-15 01:12:02,momo,remitted,Takoradi
AGT012,CUST0176,+233231208917,1072.51,2026-03-05 02:49:26,momo,remitted,Kumasi
AGT022,CUST0269,+233624193602,84.66,2026-04-22 19:13:57,momo,remitted,Accra
AGT022,CUST0073,+233926920501,961.68,2026-05-14 06:02:48,cash,missed,Kumasi
AGT046,CUST0245,+233216935561,827.34,2026-01-18 06:12:37,cash,remitted,Accra
AGT030,CUST0077,+233677394473,339.21,2026-05-14 00:46:25,momo,remitted,Tamale
AGT038,CUST0159,+233669272639,1319.69,2026-01-27 01:55:22,cash,remitted,Cape_Coast
AGT038,CUST0489,+233312152445,1942.88,2025-12-23 22:43:47,bank_transfer,remitted,Takoradi
AGT045,CUST0459,+233720495124,1133.13,2026-01-14 19:32:40,cash,remitted,Kumasi
AGT008,CUST0324,+233566929615,1435.21,2026-04-24 18:31:27,cash,remitted,Kumasi
AGT027,CUST0098,+233399779275,155.53,2026-01-02 03:44:10,bank_transfer,pending,Kumasi
AGT027,CUST0381,+233333806017,846.98,2026-05-21 20:28:54,momo,remitted,Kumasi
AGT034,CUST0102,+233458231720,250.39,2025-12-28 00:52:14,cash,pending,Cape_Coast
AGT021,CUST0494,+233223522711,1233.34,2026-04-01 16:18:26,momo,remitted,Accra
AGT030,CUST0132,+233222742045,1878.19,2026-04-29 05:20:58,momo,missed,Cape_Coast
AGT033,CUST0102,+233990982456,1330.32,2026-03-10 02:08:18,momo,remitted,Tamale
AGT028,CUST0019,+233286375901,172.07,2026-04-13 05:21:21,cash,pending,Cape_Coast
AGT047,CUST0454,+233138067502,722.24,2026-01-04 15:50:07,momo,remitted,Cape_Coast
AGT033,CUST0482,+233961789553,1110.31,2026-02-21 19:54:20,bank_transfer,missed,Tamale
AGT005,CUST0082,+233859441671,818.35,2026-05-25 13:02:11,cash,pending,Cape_Coast
AGT048,CUST0397,+233437023088,1670.62,2026-05-27 06:39:14,bank_transfer,remitted,Accra
AGT019,CUST0489,+233485740263,1633.05,2025-12-23 20:48:19,bank_transfer,remitted,Takoradi
AGT004,CUST0279,+233291638854,1231.43,2026-01-17 11:40:48,momo,pending,Tamale
AGT035,CUST0339,+233109953821,759.45,2026-05-19 17:14:09,momo,remitted,Kumasi
AGT049,CUST0365,+233161483654,525.57,2026-05-06 20:34:27,cash,remitted,Accra
AGT017,CUST0331,+233289674050,229.63,2026-04-22 01:03:04,cash,pending,Takoradi
AGT044,CUST0129,+233494202403,722.7,2026-05-09 11:04:15,momo,remitted,Accra
AGT028,CUST0344,+233461398296,838.08,2026-04-09 05:53:34,bank_transfer,remitted,Accra
AGT030,CUST0310,+233670828324,1358.13,2026-02-09 11:07:35,momo,remitted,Kumasi
AGT029,CUST0455,+233396479630,1323.16,2026-03-02 15:33:49,momo,pending,Takoradi
AGT046,CUST0089,+233713537316,158.81,2026-01-17 03:51:27,cash,remitted,Accra
AGT006,CUST0213,+233124334476,802.61,2026-04-15 03:52:53,cash,remitted,Kumasi
AGT035,CUST0143,+233114722791,379.92,2025-12-23 15:56:08,cash,remitted,Tamale
AGT041,CUST0065,+233903549831,330.49,2026-02-26 03:41:11,cash,pending,Kumasi
AGT037,CUST0076,+233181272708,1658.06,2026-01-14 06:01:52,momo,remitted,Cape_Coast
AGT024,CUST0199,+233408922555,102.99,2025-12-31 13:04:00,cash,remitted,Kumasi
AGT029,CUST0143,+233780926335,849.98,2026-03-21 18:17:31,momo,remitted,Kumasi
AGT049,CUST0405,+233354189768,353.04,2026-01-24 05:31:36,cash,pending,Kumasi
AGT046,CUST0403,+233169217406,1761.07,2026-05-14 23:36:16,momo,missed,Accra
AGT031,CUST0316,+233677347840,1122.94,2026-03-09 13:16:59,momo,remitted,Takoradi
AGT035,CUST0093,+233511979427,478.13,2026-05-02 18:58:35,cash,remitted,Kumasi
AGT033,CUST0473,+233959140642,1014.81,2026-02-26 04:28:23,cash,pending,Kumasi
AGT021,CUST0417,+233587925953,1468.34,2026-05-14 04:35:07,cash,remitted,Cape_Coast
AGT032,CUST0305,+233548412350,1917.07,2026-04-21 15:13:35,bank_transfer,remitted,Cape_Coast
AGT023,CUST0224,+233480554343,456.48,2026-04-25 12:40:54,cash,pending,Tamale
AGT033,CUST0497,+233740380438,1774.64,2026-06-18 15:22:03,momo,missed,Tamale
AGT003,CUST0291,+233433501357,1869.92,2026-04-18 19:10:00,bank_transfer,remitted,Cape_Coast
AGT018,CUST0428,+233230285517,1834.51,2026-04-15 07:21:37,momo,remitted,Takoradi
AGT025,CUST0102,+233776642175,1278.12,2026-03-18 13:50:53,cash,remitted,Tamale
AGT042,CUST0474,+233904904195,1267.04,2026-03-14 20:26:26,bank_transfer,remitted,Takoradi
AGT031,CUST0267,+233774767261,818.36,2026-06-06 02:32:51,cash,pending,Cape_Coast
AGT003,CUST0355,+233205220062,1509.75,2026-02-17 13:12:00,cash,pending,Tamale
AGT040,CUST0456,+233383510117,1071.96,2026-05-16 02:06:49,bank_transfer,missed,Kumasi
AGT046,CUST0110,+233341108042,1361.33,2026-06-01 16:04:51,momo,remitted,Cape_Coast
AGT024,CUST0462,+233524430946,868.35,2026-05-13 20:13:15,cash,remitted,Tamale
AGT050,CUST0330,+233311013191,1468.36,2026-05-31 06:30:26,cash,remitted,Takoradi
AGT032,CUST0450,+233576733186,1652.45,2025-12-30 11:59:26,cash,remitted,Takoradi
AGT047,CUST0430,+233667321485,309.94,2026-02-07 10:29:34,momo,pending,Tamale
AGT022,CUST0265,+233350118331,1669.2,2026-06-02 16:37:01,cash,remitted,Takoradi
AGT023,CUST0003,+233430887116,1089.79,2026-06-01 15:17:18,bank_transfer,remitted,Tamale
AGT002,CUST0085,+233949063596,1692.44,2026-02-06 01:04:02,bank_transfer,remitted,Tamale
AGT027,CUST0282,+233949356767,873.98,2026-05-01 00:17:10,bank_transfer,missed,Takoradi
AGT042,CUST0328,+233410596897,770.5,2026-04-15 07:35:49,cash,pending,Accra
AGT002,CUST0304,+233126150956,1831.82,2026-05-12 14:28:49,momo,pending,Kumasi
AGT026,CUST0450,+233980963132,517.32,2026-06-06 06:04:22,bank_transfer,remitted,Cape_Coast
AGT017,CUST0454,+233533539154,1691.54,2026-05-12 18:09:46,bank_transfer,remitted,Kumasi
AGT040,CUST0412,+233196965754,978.36,2026-05-16 14:45:19,cash,remitted,Cape_Coast
AGT033,CUST0117,+233610861669,1037.91,2026-01-25 19:36:18,cash,remitted,Cape_Coast
AGT009,CUST0221,+233312882959,630.77,2026-03-19 02:57:08,cash,remitted,Kumasi
AGT043,CUST0154,+233880604481,1154.62,2026-01-14 21:17:32,momo,remitted,Tamale
AGT048,CUST0153,+233430120103,663.92,2026-01-11 10:36:25,momo,remitted,Takoradi
AGT039,CUST0012,+233585037712,97.75,2026-06-03 14:00:11,momo,remitted,Accra
AGT029,CUST0133,+233102681206,558.56,2026-01-18 15:37:45,cash,remitted,Accra
AGT042,CUST0482,+233495456673,32.63,2026-01-20 06:21:06,cash,remitted,Accra
AGT026,CUST0304,+233291192809,1957.14,2026-04-29 12:47:36,cash,remitted,Kumasi
AGT035,CUST0293,+233989429647,1932.18,2026-04-06 00:14:07,cash,remitted,Kumasi
AGT050,CUST0463,+233315719099,802.41,2026-02-11 22:12:49,cash,remitted,Tamale
AGT025,CUST0300,+233723614273,1462.17,2026-03-26 11:26:21,momo,remitted,Accra
AGT024,CUST0228,+233413110977,704.7,2026-05-14 22:37:22,momo,pending,Tamale
AGT013,CUST0271,+233756585740,1348.76,2026-04-02 18:22:39,momo,pending,Accra
AGT007,CUST0043,+233816634295,1614.75,2026-04-12 08:25:48,cash,remitted,Kumasi
AGT036,CUST0432,+233294521198,1894.58,2026-01-16 03:53:46,cash,remitted,Takoradi
AGT045,CUST0343,+233587052577,812.42,2026-02-02 06:22:47,cash,remitted,Takoradi
AGT020,CUST0326,+233233163302,1570.93,2026-01-14 20:46:45,bank_transfer,pending,Takoradi
AGT001,CUST0302,+233749854402,546.54,2026-03-20 16:02:54,cash,pending,Takoradi
AGT008,CUST0498,+233329706631,1980.86,2026-06-12 22:44:13,momo,remitted,Cape_Coast
AGT046,CUST0364,+233282600918,71.02,2026-03-13 13:23:10,cash,remitted,Accra
AGT016,CUST0379,+233869778637,1214.99,2026-02-03 03:41:50,bank_transfer,remitted,Takoradi
AGT014,CUST0427,+233754250615,1325.82,2026-05-10 14:57:34,momo,remitted,Cape_Coast
AGT012,CUST0493,+233766161021,1382.33,2026-03-21 08:51:10,cash,remitted,Cape_Coast
AGT023,CUST0021,+233169441078,258.37,2026-02-18 15:27:42,momo,remitted,Cape_Coast
AGT015,CUST0407,+233770491674,1878.29,2026-04-25 01:10:05,cash,remitted,Tamale
AGT028,CUST0107,+233194604917,378.74,2026-05-09 07:50:40,bank_transfer,remitted,Tamale
AGT034,CUST0336,+233407071708,1253.05,2026-02-17 06:32:16,cash,missed,Cape_Coast
AGT002,CUST0303,+233457588198,460.9,2025-12-28 14:31:46,cash,pending,Takoradi
AGT032,CUST0117,+233496128038,628.29,2025-12-30 19:22:33,momo,remitted,Accra
AGT023,CUST0124,+233310369424,1101.99,2026-02-11 12:09:52,momo,remitted,Kumasi
AGT022,CUST0399,+233703340008,846.04,2026-03-08 07:02:36,cash,remitted,Tamale
AGT025,CUST0281,+233244608012,337.25,2026-01-31 22:06:24,momo,remitted,Takoradi
AGT022,CUST0292,+233544499476,358.45,2026-04-15 21:20:13,cash,remitted,Takoradi
AGT022,CUST0203,+233563057972,847.93,2025-12-31 16:26:38,cash,remitted,Kumasi
AGT049,CUST0051,+233813486098,1519.42,2026-01-24 07:58:26,momo,missed,Kumasi
AGT042,CUST0271,+233734871096,1797.97,2026-06-21 08:51:02,cash,remitted,Takoradi
AGT006,CUST0324,+233141280792,186.57,2026-03-11 23:46:59,cash,remitted,Kumasi
AGT015,CUST0277,+233627940309,798.35,2026-05-28 23:17:15,momo,remitted,Takoradi
AGT043,CUST0141,+233906778910,218.49,2026-04-22 17:06:13,cash,remitted,Kumasi
AGT037,CUST0470,+233695536208,52.85,2026-06-05 14:52:56,momo,remitted,Kumasi
AGT033,CUST0275,+233113245462,1330.2,2026-02-20 06:27:25,cash,pending,Takoradi
AGT008,CUST0290,+233602225439,1212.85,2026-04-18 05:09:37,cash,missed,Cape_Coast
AGT044,CUST0334,+233956200637,342.78,2026-06-04 07:22:58,cash,remitted,Takoradi
AGT044,CUST0381,+233975945033,482.95,2026-02-07 01:07:50,momo,remitted,Accra
AGT005,CUST0452,+233468786441,66.94,2026-01-18 23:53:39,momo,missed,Kumasi
AGT039,CUST0496,+233406798051,1673.2,2026-06-03 18:22:17,cash,remitted,Tamale
AGT004,CUST0373,+233635942599,1949.89,2026-01-28 01:49:55,cash,pending,Kumasi
AGT006,CUST0052,+233334751541,288.21,2026-01-06 11:09:08,bank_transfer,remitted,Accra
AGT045,CUST0494,+233408274739,478.32,2026-03-18 22:45:05,cash,remitted,Tamale
AGT032,CUST0027,+233688800659,1739.45,2025-12-31 15:43:57,bank_transfer,remitted,Tamale
AGT030,CUST0157,+233884335007,1854.4,2026-06-03 04:31:42,cash,remitted,Takoradi
AGT047,CUST0239,+233212865137,850.86,2026-01-26 18:37:38,momo,pending,Cape_Coast
AGT035,CUST0156,+233411534579,120.23,2026-02-21 10:08:52,cash,remitted,Takoradi
AGT040,CUST0291,+233328466740,98.0,2026-03-05 13:48:04,bank_transfer,remitted,Tamale
AGT016,CUST0136,+233331750039,1156.42,2026-01-03 23:40:23,momo,remitted,Tamale
AGT013,CUST0144,+233271670350,797.93,2026-03-11 08:20:17,cash,missed,Cape_Coast
AGT050,CUST0106,+233325489941,76.73,2026-04-21 17:15:43,cash,remitted,Kumasi
AGT042,CUST0420,+233371823901,1174.84,2026-01-19 07:14:03,momo,pending,Cape_Coast
AGT030,CUST0158,+233186629054,42.38,2026-01-28 11:05:12,momo,remitted,Takoradi
AGT019,CUST0146,+233615197187,1579.0,2026-04-11 16:47:47,cash,remitted,Kumasi
AGT017,CUST0002,+233713647564,626.74,2026-06-05 13:04:47,cash,remitted,Takoradi
AGT019,CUST0433,+233816364858,99.71,2026-03-30 02:17:50,momo,remitted,Cape_Coast
AGT028,CUST0077,+233208860886,1184.94,2026-04-03 17:55:44,cash,remitted,Kumasi
AGT026,CUST0132,+233191952593,807.42,2026-04-05 02:00:15,momo,remitted,Cape_Coast
AGT037,CUST0090,+233750454027,1948.12,2026-05-05 02:37:45,cash,remitted,Accra
AGT026,CUST0345,+233781285534,1097.51,2026-01-05 20:17:19,bank_transfer,remitted,Tamale
AGT023,CUST0350,+233247206093,564.97,2026-04-01 17:06:47,bank_transfer,remitted,Kumasi
AGT009,CUST0459,+233666902049,1424.69,2026-06-19 16:03:09,bank_transfer,remitted,Tamale
AGT012,CUST0263,+233674788433,557.55,2026-05-17 19:28:16,cash,pending,Accra
AGT001,CUST0351,+233416874487,1810.4,2026-06-20 14:41:22,bank_transfer,remitted,Kumasi
AGT001,CUST0108,+233656446049,761.95,2026-01-21 19:57:18,cash,missed,Tamale
AGT047,CUST0074,+233333354314,1108.74,2026-03-27 16:47:18,momo,remitted,Tamale
AGT034,CUST0039,+233192543848,120.13,2026-05-05 01:08:21,momo,remitted,Kumasi
AGT032,CUST0397,+233754753328,863.72,2026-05-30 00:30:19,cash,remitted,Tamale
AGT048,CUST0159,+233390283086,1668.08,2026-01-28 05:52:20,bank_transfer,remitted,Tamale
AGT025,CUST0071,+233541300408,1615.18,2026-06-08 11:23:23,cash,remitted,Kumasi
AGT040,CUST0447,+233100578526,464.15,2026-06-12 20:50:30,momo,remitted,Tamale
AGT045,CUST0312,+233911918576,467.64,2026-03-25 07:24:47,momo,remitted,Tamale
AGT001,CUST0241,+233147799289,1638.26,2026-01-17 14:07:25,momo,remitted,Takoradi
AGT016,CUST0426,+233241805404,1862.19,2026-06-01 05:25:37,cash,missed,Takoradi
AGT039,CUST0445,+233301227417,208.81,2026-05-18 10:00:08,cash,missed,Accra
AGT005,CUST0298,+233212397407,911.12,2026-02-13 06:12:08,momo,remitted,Takoradi
AGT022,CUST0440,+233501518293,688.16,2026-06-18 21:02:58,cash,remitted,Takoradi
AGT029,CUST0036,+233988957221,1743.96,2026-01-11 01:11:52,cash,pending,Accra
AGT003,CUST0084,+233725891536,185.38,2026-01-23 15:49:11,cash,missed,Tamale
AGT012,CUST0452,+233369249878,438.03,2026-01-28 04:17:21,cash,remitted,Tamale
AGT026,CUST0374,+233457626967,1509.89,2025-12-23 21:59:57,bank_transfer,remitted,Takoradi
AGT016,CUST0263,+233483705905,121.56,2026-04-30 09:41:12,cash,missed,Accra
AGT037,CUST0310,+233116406440,995.22,2026-01-20 17:08:41,momo,pending,Tamale
AGT022,CUST0385,+233488139397,895.37,2026-01-22 13:00:33,cash,remitted,Cape_Coast
AGT029,CUST0172,+233917970091,682.11,2026-01-31 14:28:17,cash,remitted,Kumasi
AGT014,CUST0376,+233455260223,801.25,2026-04-12 01:28:30,cash,missed,Kumasi
AGT028,CUST0173,+233384628124,1069.28,2026-05-08 23:41:50,cash,pending,Kumasi
AGT005,CUST0362,+233876905371,339.51,2026-05-18 14:13:36,cash,pending,Takoradi
AGT047,CUST0047,+233537624458,1152.55,2026-02-23 17:23:37,momo,pending,Kumasi
AGT049,CUST0379,+233429486968,1614.76,2026-03-19 05:17:24,cash,remitted,Kumasi
AGT030,CUST0141,+233573451072,1525.12,2026-03-11 15:29:45,cash,pending,Cape_Coast
AGT046,CUST0375,+233658044778,324.72,2026-06-03 10:44:53,cash,remitted,Tamale
AGT005,CUST0406,+233187588498,315.51,2026-02-22 02:23:44,cash,missed,Cape_Coast
AGT012,CUST0118,+233379105672,550.99,2026-02-27 02:03:00,bank_transfer,remitted,Takoradi
AGT016,CUST0277,+233498194586,734.93,2026-03-20 20:43:53,momo,missed,Kumasi
AGT026,CUST0214,+233600569761,828.74,2026-01-11 06:52:03,cash,remitted,Tamale
AGT026,CUST0220,+233372077227,1365.8,2026-01-12 12:39:56,cash,remitted,Kumasi
AGT048,CUST0393,+233408417987,132.23,2026-05-20 22:16:10,bank_transfer,remitted,Kumasi
AGT021,CUST0026,+233267213667,88.65,2026-02-27 07:06:32,cash,remitted,Takoradi
AGT039,CUST0009,+233775168081,795.98,2026-05-13 23:43:01,momo,pending,Kumasi
AGT036,CUST0271,+233709336206,1400.38,2026-05-09 05:53:23,cash,pending,Accra
AGT033,CUST0010,+233928859186,403.0,2026-06-05 16:13:57,bank_transfer,remitted,Tamale
AGT030,CUST0472,+233889489804,1290.18,2026-02-08 08:41:02,bank_transfer,remitted,Tamale
AGT037,CUST0378,+233840385874,534.46,2026-03-26 11:47:28,momo,missed,Accra
AGT023,CUST0121,+233786950576,1774.45,2026-05-17 05:29:20,cash,pending,Takoradi
AGT010,CUST0125,+233646808005,1793.47,2026-04-04 20:07:05,cash,pending,Kumasi
AGT005,CUST0170,+233646826863,608.63,2026-03-23 17:16:33,cash,pending,Kumasi
AGT036,CUST0072,+233900243255,475.39,2026-02-07 21:02:46,cash,pending,Tamale
AGT034,CUST0152,+233852220850,834.38,2025-12-23 22:31:23,cash,remitted,Takoradi
AGT031,CUST0208,+233483495588,496.25,2026-05-20 00:37:38,cash,pending,Takoradi
AGT010,CUST0049,+233598313616,1351.32,2026-03-22 15:03:51,momo,remitted,Takoradi
AGT019,CUST0154,+233903241657,1655.61,2026-01-11 12:54:55,momo,missed,Kumasi
AGT032,CUST0347,+233281641686,1352.72,2026-01-30 19:23:27,cash,pending,Takoradi
AGT001,CUST0293,+233377579676,1652.21,2026-04-14 18:42:56,cash,remitted,Accra
AGT005,CUST0068,+233691197088,806.04,2026-02-27 15:14:44,bank_transfer,remitted,Cape_Coast
AGT045,CUST0050,+233873828411,329.51,2026-03-09 23:03:20,cash,remitted,Takoradi
AGT004,CUST0152,+233669993178,1481.14,2026-03-15 03:13:38,momo,remitted,Cape_Coast
AGT016,CUST0019,+233504795096,733.74,2026-01-12 04:46:52,cash,remitted,Kumasi
AGT024,CUST0100,+233975559543,1349.12,2026-04-18 15:12:53,cash,missed,Takoradi
AGT016,CUST0060,+233855260342,555.88,2026-04-09 11:47:04,cash,remitted,Tamale
AGT002,CUST0167,+233118740105,180.83,2026-01-07 21:21:20,cash,remitted,Kumasi
AGT049,CUST0202,+233697498030,1985.31,2026-02-19 22:06:32,momo,missed,Accra
AGT028,CUST0345,+233817058070,329.28,2026-06-16 17:47:15,momo,pending,Accra
AGT032,CUST0146,+233118173652,1977.07,2026-04-04 14:24:14,cash,remitted,Cape_Coast
AGT027,CUST0403,+233639066602,1955.01,2026-01-10 01:27:04,bank_transfer,pending,Cape_Coast
AGT020,CUST0164,+233814619916,1591.76,2026-01-16 17:26:10,cash,remitted,Tamale
AGT024,CUST0458,+233885151076,1325.66,2026-01-10 18:24:09,bank_transfer,remitted,Tamale
AGT012,CUST0481,+233222146327,1164.06,2026-05-12 10:58:49,bank_transfer,remitted,Accra
AGT050,CUST0439,+233147406955,1734.88,2026-05-28 02:32:28,cash,remitted,Takoradi
AGT035,CUST0242,+233656630538,593.09,2026-02-13 13:12:53,cash,remitted,Accra
AGT033,CUST0069,+233962312208,946.01,2026-01-01 01:14:06,cash,missed,Accra
AGT033,CUST0175,+233856379075,1246.39,2025-12-27 04:33:47,momo,pending,Tamale
AGT043,CUST0049,+233969904814,834.16,2026-02-07 06:10:28,momo,remitted,Cape_Coast
AGT037,CUST0483,+233933147672,866.42,2026-01-18 05:55:13,bank_transfer,remitted,Tamale
AGT012,CUST0108,+233306382685,673.96,2026-05-22 13:57:26,momo,remitted,Tamale
AGT003,CUST0226,+233181467080,1137.18,2026-02-21 05:21:50,cash,pending,Tamale
AGT001,CUST0161,+233552538900,1704.14,2026-03-26 13:34:53,cash,pending,Accra
AGT033,CUST0119,+233236682450,419.03,2026-03-17 15:28:26,momo,remitted,Takoradi
AGT040,CUST0149,+233676984786,1870.18,2026-01-29 16:59:34,cash,remitted,Accra
AGT010,CUST0465,+233719116171,1384.39,2026-05-28 07:03:28,momo,remitted,Kumasi
AGT043,CUST0150,+233306957353,1650.08,2026-03-07 04:40:22,cash,remitted,Tamale
AGT044,CUST0432,+233550147216,1121.26,2026-04-19 13:50:21,cash,remitted,Tamale
AGT029,CUST0293,+233572663140,1563.44,2026-01-26 19:59:40,cash,remitted,Kumasi
AGT013,CUST0143,+233988198447,52.08,2026-06-11 05:59:57,momo,remitted,Tamale
AGT012,CUST0419,+233680336486,1640.39,2026-05-09 02:52:51,cash,remitted,Tamale
AGT031,CUST0476,+233101722907,99.47,2026-05-24 21:51:49,momo,remitted,Tamale
AGT046,CUST0455,+233597443839,1782.03,2026-01-02 20:29:13,cash,remitted,Kumasi
AGT002,CUST0160,+233884815656,1984.09,2026-01-15 03:17:12,momo,missed,Accra
AGT050,CUST0011,+233992063022,602.25,2025-12-26 01:12:34,momo,missed,Tamale
AGT035,CUST0138,+233576644847,436.43,2026-02-14 23:35:00,cash,missed,Takoradi
AGT023,CUST0457,+233997144465,1535.42,2026-03-04 04:19:43,momo,pending,Kumasi
AGT017,CUST0078,+233677347327,520.99,2026-02-17 10:29:24,cash,remitted,Cape_Coast
AGT026,CUST0077,+233609843405,1733.81,2026-02-28 23:39:28,cash,remitted,Kumasi
AGT008,CUST0441,+233189252066,223.63,2026-03-04 23:12:22,cash,missed,Accra
AGT029,CUST0254,+233614594027,269.39,2026-05-28 20:09:41,momo,remitted,Kumasi
AGT026,CUST0409,+233112374888,1958.72,2025-12-31 20:42:07,bank_transfer,remitted,Cape_Coast
AGT010,CUST0258,+233324863099,1354.2,2026-05-21 07:24:56,momo,remitted,Takoradi
AGT026,CUST0320,+233567965382,1696.84,2026-01-07 19:56:25,momo,remitted,Cape_Coast
AGT034,CUST0291,+233175452392,662.17,2026-01-31 00:26:13,momo,remitted,Kumasi
AGT041,CUST0263,+233898962700,1359.44,2026-02-19 09:21:08,cash,remitted,Cape_Coast
AGT007,CUST0085,+233815131089,1196.6,2026-02-08 04:31:21,bank_transfer,pending,Kumasi
AGT004,CUST0146,+233323636196,1214.24,2026-02-23 06:02:48,cash,remitted,Takoradi
AGT050,CUST0323,+233410010252,1371.41,2026-05-03 04:48:32,bank_transfer,pending,Takoradi
AGT045,CUST0042,+233812094819,1159.21,2026-05-07 04:28:20,momo,remitted,Accra
AGT011,CUST0374,+233530991390,869.54,2026-05-04 21:43:59,momo,missed,Takoradi
AGT029,CUST0125,+233620385160,566.33,2026-05-14 00:12:36,momo,remitted,Tamale
AGT036,CUST0167,+233775828040,1541.79,2026-01-31 07:44:30,cash,remitted,Cape_Coast
AGT025,CUST0425,+233614378917,468.02,2026-03-09 08:04:25,momo,remitted,Cape_Coast
AGT021,CUST0241,+233659018935,1390.86,2026-03-17 13:26:07,cash,remitted,Kumasi
AGT036,CUST0459,+233734423253,482.0,2026-02-18 13:37:25,momo,remitted,Takoradi
AGT010,CUST0487,+233298601827,1258.15,2026-03-24 01:59:18,momo,remitted,Accra
AGT037,CUST0280,+233863701868,1499.21,2026-05-02 04:15:59,bank_transfer,remitted,Accra
AGT009,CUST0188,+233117278806,453.05,2026-05-25 23:31:55,momo,remitted,Accra
AGT024,CUST0302,+233562791852,138.69,2025-12-26 08:11:55,cash,pending,Tamale
AGT035,CUST0019,+233254355436,279.33,2026-06-10 08:26:01,cash,pending,Takoradi
AGT049,CUST0068,+233294568353,1219.87,2026-01-28 04:20:48,momo,remitted,Accra
AGT035,CUST0218,+233721629320,1701.9,2026-01-23 16:47:40,cash,remitted,Tamale
AGT048,CUST0102,+233686696407,109.09,2026-03-17 07:25:45,cash,pending,Cape_Coast
AGT036,CUST0042,+233876561415,1473.62,2026-03-29 04:03:02,momo,remitted,Kumasi
AGT018,CUST0288,+233751287814,695.81,2026-01-14 01:01:22,momo,remitted,Takoradi
AGT049,CUST0167,+233639981603,967.49,2026-05-07 04:28:51,momo,remitted,Takoradi
AGT039,CUST0109,+233381867291,1859.14,2026-02-10 05:42:14,cash,remitted,Cape_Coast
AGT032,CUST0494,+233722051307,677.3,2026-04-15 13:38:59,momo,remitted,Takoradi
