agent_id,customer_id,customer_phone,amount,timestamp,payment_method,remittance_status,branch,language_pref,remittance_delay_hours,cash_ratio,deviation_from_agent_mean,missed_consecutive_count,is_fraud
AGT045,CUST0312,+233911918576,467.64,2026-05-14 02:54:57,momo,remitted,Tamale,twi,0,0.4444,-594.34,0,0
AGT001,CUST0241,+233147799289,1638.26,2026-03-08 09:37:35,momo,remitted,Takoradi,dagbani,0,0.525,540.85,0,0
AGT016,CUST0426,+233241805404,1862.19,2026-07-21 00:55:47,cash,missed,Takoradi,twi,533,0.4688,914.04,1,0
AGT039,CUST0445,+233301227417,208.81,2026-07-07 05:30:18,cash,missed,Accra,twi,358,0.5349,-697.6,1,0
AGT005,CUST0298,+233212397407,911.12,2026-04-04 01:42:18,momo,remitted,Takoradi,dagbani,0,0.4048,15.14,0,0
AGT022,CUST0440,+233501518293,688.16,2026-08-07 16:33:08,cash,remitted,Takoradi,english,0,0.5366,-263.85,0,0
AGT029,CUST0036,+233988957221,1743.96,2026-03-01 20:42:02,cash,pending,Accra,dagbani,488,0.38,790.72,0,0
AGT003,CUST0084,+233725891536,185.38,2026-03-14 11:19:21,cash,missed,Tamale,english,164,0.5122,-772.97,1,0
AGT012,CUST0452,+233369249878,438.03,2026-03-18 23:47:31,cash,remitted,Tamale,twi,0,0.55,-491.67,0,0
AGT026,CUST0374,+233457626967,1509.89,2026-02-11 17:30:07,bank_transfer,remitted,Takoradi,english,0,0.4182,287.65,0,0
AGT016,CUST0263,+233483705905,121.56,2026-06-19 05:11:22,cash,missed,Accra,twi,606,0.4688,-826.59,1,0
AGT037,CUST0310,+233116406440,995.22,2026-03-11 12:38:51,momo,pending,Tamale,twi,160,0.4898,-172.55,0,0
AGT022,CUST0385,+233488139397,895.37,2026-03-13 08:30:43,cash,remitted,Cape_Coast,english,0,0.5366,-56.64,0,0
AGT029,CUST0172,+233917970091,682.11,2026-03-22 09:58:27,cash,remitted,Kumasi,dagbani,0,0.38,-271.13,0,0
AGT014,CUST0376,+233455260223,801.25,2026-05-31 20:58:40,cash,missed,Kumasi,twi,634,0.4595,-100.53,1,0
AGT028,CUST0173,+233384628124,1069.28,2026-06-27 19:12:00,cash,pending,Kumasi,twi,686,0.5116,54.24,0,0
AGT005,CUST0362,+233876905371,339.51,2026-07-07 09:43:46,cash,pending,Takoradi,english,710,0.4048,-556.47,0,0
AGT047,CUST0047,+233537624458,1152.55,2026-04-14 12:53:47,momo,pending,Kumasi,dagbani,190,0.5,180.48,0,0
AGT049,CUST0379,+233429486968,1614.76,2026-05-08 00:47:34,cash,remitted,Kumasi,english,0,0.48,570.57,0,0
AGT030,CUST0141,+233573451072,1525.12,2026-04-30 10:59:55,cash,pending,Cape_Coast,english,366,0.381,611.37,0,0
AGT046,CUST0375,+233658044778,324.72,2026-07-23 06:15:03,cash,remitted,Tamale,english,0,0.5455,-623.04,0,0
AGT005,CUST0406,+233187588498,315.51,2026-04-12 21:53:54,cash,missed,Cape_Coast,twi,433,0.4048,-580.47,1,0
AGT012,CUST0118,+233379105672,550.99,2026-04-17 21:33:10,bank_transfer,remitted,Takoradi,dagbani,0,0.55,-378.71,0,0
AGT016,CUST0277,+233498194586,734.93,2026-05-09 16:14:03,momo,missed,Kumasi,english,88,0.4688,-213.22,1,0
AGT026,CUST0214,+233600569761,828.74,2026-03-02 02:22:13,cash,remitted,Tamale,english,0,0.4182,-393.5,0,0
AGT026,CUST0220,+233372077227,1365.8,2026-03-03 08:10:06,cash,remitted,Kumasi,dagbani,0,0.4182,143.56,0,0
AGT048,CUST0393,+233408417987,132.23,2026-07-09 17:46:20,bank_transfer,remitted,Kumasi,twi,0,0.4375,-817.1,0,0
AGT021,CUST0026,+233267213667,88.65,2026-04-18 02:36:42,cash,remitted,Takoradi,dagbani,0,0.5758,-1060.79,0,0
AGT039,CUST0009,+233775168081,795.98,2026-07-02 19:13:11,momo,pending,Kumasi,english,604,0.5349,-110.43,0,0
AGT036,CUST0271,+233709336206,1400.38,2026-06-28 01:23:33,cash,pending,Accra,twi,90,0.4872,377.6,0,0
AGT033,CUST0010,+233928859186,403.0,2026-07-25 11:44:07,bank_transfer,remitted,Tamale,english,0,0.4151,-586.38,0,0
AGT030,CUST0472,+233889489804,1290.18,2026-03-30 04:11:12,bank_transfer,remitted,Tamale,dagbani,0,0.381,376.43,0,0
AGT037,CUST0378,+233840385874,534.46,2026-05-15 07:17:38,momo,missed,Accra,twi,456,0.4898,-633.31,1,0
AGT023,CUST0121,+233786950576,1774.45,2026-07-06 00:59:30,cash,pending,Takoradi,twi,73,0.5349,877.64,0,0
AGT010,CUST0125,+233646808005,1793.47,2026-05-24 15:37:15,cash,pending,Kumasi,english,337,0.4,653.99,0,0
AGT005,CUST0170,+233646826863,608.63,2026-05-12 12:46:43,cash,pending,Kumasi,english,332,0.4048,-287.35,0,0
AGT036,CUST0072,+233900243255,475.39,2026-03-29 16:32:56,cash,pending,Tamale,english,626,0.4872,-547.39,0,0
AGT034,CUST0152,+233852220850,834.38,2026-02-11 18:01:33,cash,remitted,Takoradi,english,0,0.5581,-159.71,0,0
AGT031,CUST0208,+233483495588,496.25,2026-07-08 20:07:48,cash,pending,Takoradi,english,138,0.6207,-393.78,0,0
AGT010,CUST0049,+233598313616,1351.32,2026-05-11 10:34:01,momo,remitted,Takoradi,twi,0,0.4,211.84,0,0
AGT019,CUST0154,+233903241657,1655.61,2026-03-02 08:25:05,momo,missed,Kumasi,english,592,0.4062,726.39,2,0
AGT032,CUST0347,+233281641686,1352.72,2026-03-21 14:53:37,cash,pending,Takoradi,dagbani,365,0.5319,325.05,0,0
AGT001,CUST0293,+233377579676,1652.21,2026-06-03 14:13:06,cash,remitted,Accra,english,0,0.525,554.8,0,0
AGT005,CUST0068,+233691197088,806.04,2026-04-18 10:44:54,bank_transfer,remitted,Cape_Coast,english,0,0.4048,-89.94,0,0
AGT045,CUST0050,+233873828411,329.51,2026-04-28 18:33:30,cash,remitted,Takoradi,dagbani,0,0.4444,-732.47,0,0
AGT004,CUST0152,+233669993178,1481.14,2026-05-03 22:43:48,momo,remitted,Cape_Coast,twi,0,0.4412,439.08,0,0
AGT016,CUST0019,+233504795096,733.74,2026-03-03 00:17:02,cash,remitted,Kumasi,twi,0,0.4688,-214.41,0,0
AGT024,CUST0100,+233975559543,1349.12,2026-06-07 10:43:03,cash,missed,Takoradi,english,553,0.5111,281.8,1,0
AGT016,CUST0060,+233855260342,555.88,2026-05-29 07:17:14,cash,remitted,Tamale,twi,0,0.4688,-392.27,0,0
AGT002,CUST0167,+233118740105,180.83,2026-02-26 16:51:30,cash,remitted,Kumasi,twi,0,0.5238,-898.55,0,0
AGT049,CUST0202,+233697498030,1985.31,2026-04-10 17:36:42,momo,missed,Accra,english,665,0.48,941.12,1,0
AGT028,CUST0345,+233817058070,329.28,2026-08-05 13:17:25,momo,pending,Accra,twi,518,0.5116,-685.76,0,0
AGT032,CUST0146,+233118173652,1977.07,2026-05-24 09:54:24,cash,remitted,Cape_Coast,twi,0,0.5319,949.4,0,0
AGT027,CUST0403,+233639066602,1955.01,2026-02-28 20:57:14,bank_transfer,pending,Cape_Coast,english,292,0.5161,1204.54,0,0
AGT020,CUST0164,+233814619916,1591.76,2026-03-07 12:56:20,cash,remitted,Tamale,dagbani,0,0.4412,553.91,0,0
AGT024,CUST0458,+233885151076,1325.66,2026-03-01 13:54:19,bank_transfer,remitted,Tamale,dagbani,0,0.5111,258.34,0,0
AGT012,CUST0481,+233222146327,1164.06,2026-07-01 06:28:59,bank_transfer,remitted,Accra,english,0,0.55,234.36,0,0
AGT050,CUST0439,+233147406955,1734.88,2026-07-16 22:02:38,cash,remitted,Takoradi,twi,0,0.5455,839.32,0,0
AGT035,CUST0242,+233656630538,593.09,2026-04-04 08:43:03,cash,remitted,Accra,english,0,0.6122,-422.9,0,0
AGT033,CUST0069,+233962312208,946.01,2026-02-19 20:44:16,cash,missed,Accra,dagbani,103,0.4151,-43.37,1,0
AGT033,CUST0175,+233856379075,1246.39,2026-02-15 00:03:57,momo,pending,Tamale,twi,479,0.4151,257.01,0,0
AGT043,CUST0049,+233969904814,834.16,2026-03-29 01:40:38,momo,remitted,Cape_Coast,english,0,0.3448,-78.93,0,0
AGT037,CUST0483,+233933147672,866.42,2026-03-09 01:25:23,bank_transfer,remitted,Tamale,english,0,0.4898,-301.35,0,0
AGT012,CUST0108,+233306382685,673.96,2026-07-11 09:27:36,momo,remitted,Tamale,english,0,0.55,-255.74,0,0
AGT003,CUST0226,+233181467080,1137.18,2026-04-12 00:52:00,cash,pending,Tamale,twi,322,0.5122,178.83,0,0
AGT001,CUST0161,+233552538900,1704.14,2026-05-15 09:05:03,cash,pending,Accra,twi,225,0.525,606.73,0,0
AGT033,CUST0119,+233236682450,419.03,2026-05-06 10:58:36,momo,remitted,Takoradi,english,0,0.4151,-570.35,0,0
AGT040,CUST0149,+233676984786,1870.18,2026-03-20 12:29:44,cash,remitted,Accra,english,0,0.6222,892.92,0,0
AGT010,CUST0465,+233719116171,1384.39,2026-07-17 02:33:38,momo,remitted,Kumasi,english,0,0.4,244.91,0,0
AGT043,CUST0150,+233306957353,1650.08,2026-04-26 00:10:32,cash,remitted,Tamale,english,0,0.3448,736.99,0,0
AGT044,CUST0432,+233550147216,1121.26,2026-06-08 09:20:31,cash,remitted,Tamale,english,0,0.5366,250.46,0,0
AGT029,CUST0293,+233572663140,1563.44,2026-03-17 15:29:50,cash,remitted,Kumasi,twi,0,0.38,610.2,0,0
AGT013,CUST0143,+233988198447,52.08,2026-07-31 01:30:07,momo,remitted,Tamale,twi,0,0.4054,-1015.0,0,0
AGT012,CUST0419,+233680336486,1640.39,2026-06-27 22:23:01,cash,remitted,Tamale,dagbani,0,0.55,710.69,0,0
AGT031,CUST0476,+233101722907,99.47,2026-07-13 17:21:59,momo,remitted,Tamale,dagbani,0,0.6207,-790.56,0,0
AGT046,CUST0455,+233597443839,1782.03,2026-02-21 15:59:23,cash,remitted,Kumasi,twi,0,0.5455,834.27,0,0
AGT002,CUST0160,+233884815656,1984.09,2026-03-05 22:47:22,momo,missed,Accra,twi,526,0.5238,904.71,2,0
AGT050,CUST0011,+233992063022,602.25,2026-02-13 20:42:44,momo,missed,Tamale,dagbani,694,0.5455,-293.31,1,0
AGT035,CUST0138,+233576644847,436.43,2026-04-05 19:05:10,cash,missed,Takoradi,english,672,0.6122,-579.56,1,1
AGT023,CUST0457,+233997144465,1535.42,2026-04-22 23:49:53,momo,pending,Kumasi,english,508,0.5349,638.61,0,0
AGT017,CUST0078,+233677347327,520.99,2026-04-08 05:59:34,cash,remitted,Cape_Coast,english,0,0.5,-482.6,0,0
AGT026,CUST0077,+233609843405,1733.81,2026-04-19 19:09:38,cash,remitted,Kumasi,twi,0,0.4182,511.57,0,0
AGT008,CUST0441,+233189252066,223.63,2026-04-23 18:42:32,cash,missed,Accra,dagbani,608,0.4884,-914.48,3,0
AGT029,CUST0254,+233614594027,269.39,2026-07-17 15:39:51,momo,remitted,Kumasi,english,0,0.38,-683.85,0,0
AGT026,CUST0409,+233112374888,1958.72,2026-02-19 16:12:17,bank_transfer,remitted,Cape_Coast,twi,0,0.4182,736.48,0,0
AGT010,CUST0258,+233324863099,1354.2,2026-07-10 02:55:06,momo,remitted,Takoradi,twi,0,0.4,214.72,0,0
AGT026,CUST0320,+233567965382,1696.84,2026-02-26 15:26:35,momo,remitted,Cape_Coast,english,0,0.4182,474.6,0,0
AGT034,CUST0291,+233175452392,662.17,2026-03-21 19:56:23,momo,remitted,Kumasi,english,0,0.5581,-331.92,0,0
AGT041,CUST0263,+233898962700,1359.44,2026-04-10 04:51:18,cash,remitted,Cape_Coast,english,0,0.6667,481.34,0,0
AGT007,CUST0085,+233815131089,1196.6,2026-03-30 00:01:31,bank_transfer,pending,Kumasi,english,583,0.625,138.74,0,1
AGT004,CUST0146,+233323636196,1214.24,2026-04-14 01:32:58,cash,remitted,Takoradi,dagbani,0,0.4412,172.18,0,0
AGT050,CUST0323,+233410010252,1371.41,2026-06-22 00:18:42,bank_transfer,pending,Takoradi,dagbani,41,0.5455,475.85,0,0
AGT045,CUST0042,+233812094819,1159.21,2026-06-25 23:58:30,momo,remitted,Accra,dagbani,0,0.4444,97.23,0,0
AGT011,CUST0374,+233530991390,869.54,2026-06-23 17:14:09,momo,missed,Takoradi,twi,501,0.3171,5.91,1,0
AGT029,CUST0125,+233620385160,566.33,2026-07-02 19:42:46,momo,remitted,Tamale,dagbani,0,0.38,-386.91,0,0
AGT036,CUST0167,+233775828040,1541.79,2026-03-22 03:14:40,cash,remitted,Cape_Coast,twi,0,0.4872,519.01,0,0
AGT025,CUST0425,+233614378917,468.02,2026-04-28 03:34:35,momo,remitted,Cape_Coast,twi,0,0.4375,-497.78,0,0
AGT021,CUST0241,+233659018935,1390.86,2026-05-06 08:56:17,cash,remitted,Kumasi,twi,0,0.5758,241.42,0,0
AGT036,CUST0459,+233734423253,482.0,2026-04-09 09:07:35,momo,remitted,Takoradi,twi,0,0.4872,-540.78,0,0
AGT010,CUST0487,+233298601827,1258.15,2026-05-12 21:29:28,momo,remitted,Accra,english,0,0.4,118.67,0,0
AGT037,CUST0280,+233863701868,1499.21,2026-06-20 23:46:09,bank_transfer,remitted,Accra,twi,0,0.4898,331.44,0,0
AGT009,CUST0188,+233117278806,453.05,2026-07-14 19:02:05,momo,remitted,Accra,english,0,0.4595,-663.13,0,0
AGT024,CUST0302,+233562791852,138.69,2026-02-14 03:42:05,cash,pending,Tamale,twi,511,0.5111,-928.63,0,0
AGT035,CUST0019,+233254355436,279.33,2026-07-30 03:56:11,cash,pending,Takoradi,twi,469,0.6122,-736.66,0,1
AGT049,CUST0068,+233294568353,1219.87,2026-03-18 23:50:58,momo,remitted,Accra,english,0,0.48,175.68,0,0
AGT035,CUST0218,+233721629320,1701.9,2026-03-14 12:17:50,cash,remitted,Tamale,dagbani,0,0.6122,685.91,0,0
AGT048,CUST0102,+233686696407,109.09,2026-05-06 02:55:55,cash,pending,Cape_Coast,english,363,0.4375,-840.24,0,0
AGT036,CUST0042,+233876561415,1473.62,2026-05-17 23:33:12,momo,remitted,Kumasi,english,0,0.4872,450.84,0,0
AGT018,CUST0288,+233751287814,695.81,2026-03-04 20:31:32,momo,remitted,Takoradi,english,0,0.4722,-274.47,0,0
AGT049,CUST0167,+233639981603,967.49,2026-06-25 23:59:01,momo,remitted,Takoradi,dagbani,0,0.48,-76.7,0,0
AGT039,CUST0109,+233381867291,1859.14,2026-04-01 01:12:24,cash,remitted,Cape_Coast,twi,0,0.5349,952.73,0,0
AGT032,CUST0494,+233722051307,677.3,2026-06-04 09:09:09,momo,remitted,Takoradi,twi,0,0.5319,-350.37,0,0
AGT024,CUST0036,+233324191403,941.37,2026-03-15 05:15:14,cash,remitted,Takoradi,dagbani,0,0.5111,-125.95,0,0
AGT023,CUST0232,+233723332500,47.09,2026-05-26 20:50:12,momo,remitted,Takoradi,english,0,0.5349,-849.72,0,0
AGT032,CUST0229,+233882516763,181.57,2026-07-09 04:01:22,cash,remitted,Takoradi,english,0,0.5319,-846.1,0,0
AGT037,CUST0353,+233955623093,532.01,2026-06-11 10:44:39,bank_transfer,missed,Tamale,english,554,0.4898,-635.76,1,0
AGT012,CUST0164,+233440055104,75.15,2026-03-09 06:36:38,cash,remitted,Tamale,twi,0,0.55,-854.55,0,0
AGT049,CUST0387,+233702218851,1270.12,2026-03-30 22:35:11,cash,remitted,Kumasi,twi,0,0.48,225.93,0,0
AGT013,CUST0073,+233466538260,864.27,2026-07-12 22:09:46,momo,remitted,Takoradi,english,0,0.4054,-202.81,0,0
AGT023,CUST0136,+233260673019,1105.33,2026-07-07 12:09:30,momo,remitted,Cape_Coast,english,0,0.5349,208.52,0,0
AGT025,CUST0353,+233284713450,365.8,2026-05-25 07:09:44,cash,remitted,Accra,english,0,0.4375,-600.0,0,0
AGT035,CUST0379,+233605886946,605.95,2026-05-14 15:34:50,momo,remitted,Kumasi,twi,0,0.6122,-410.04,0,0
AGT041,CUST0070,+233816686860,1334.37,2026-06-01 16:05:56,cash,remitted,Accra,english,0,0.6667,456.27,0,0
AGT030,CUST0425,+233349503032,1931.3,2026-03-01 02:17:16,bank_transfer,remitted,Accra,english,0,0.381,1017.55,0,0
AGT017,CUST0487,+233414861616,119.83,2026-04-28 15:11:53,momo,remitted,Takoradi,english,0,0.5,-883.76,0,0
AGT049,CUST0196,+233578941301,1782.96,2026-05-31 07:29:41,cash,remitted,Cape_Coast,twi,0,0.48,738.77,0,0
AGT020,CUST0269,+233237504821,1162.22,2026-05-10 22:39:07,momo,pending,Accra,twi,635,0.4412,124.37,0,0
AGT048,CUST0049,+233168126345,1136.56,2026-03-21 21:57:22,cash,remitted,Accra,twi,0,0.4375,187.23,0,0
AGT025,CUST0316,+233288144180,1010.55,2026-07-12 11:05:35,cash,remitted,Kumasi,twi,0,0.4375,44.75,0,0
AGT022,CUST0130,+233175559979,157.4,2026-08-08 18:39:02,bank_transfer,remitted,Cape_Coast,twi,0,0.5366,-794.61,0,0
AGT013,CUST0444,+233528924718,197.96,2026-07-22 08:51:41,momo,remitted,Cape_Coast,dagbani,0,0.4054,-869.12,0,0
AGT019,CUST0005,+233467134772,1209.81,2026-03-23 16:27:17,cash,missed,Accra,english,139,0.4062,280.59,1,0
AGT049,CUST0428,+233907644745,695.1,2026-04-24 19:57:18,cash,remitted,Cape_Coast,twi,0,0.48,-349.09,0,0
AGT036,CUST0027,+233163107629,1836.19,2026-07-31 05:06:54,cash,remitted,Kumasi,twi,0,0.4872,813.41,0,0
AGT012,CUST0160,+233654454692,825.05,2026-02-15 00:26:21,bank_transfer,remitted,Kumasi,english,0,0.55,-104.65,0,0
AGT041,CUST0149,+233791784805,303.7,2026-03-14 08:51:45,cash,remitted,Kumasi,twi,0,0.6667,-574.4,0,0
AGT019,CUST0264,+233475146263,1435.14,2026-08-03 23:08:07,cash,remitted,Takoradi,english,0,0.4062,505.92,0,0
AGT012,CUST0230,+233479096833,600.84,2026-03-06 17:12:01,cash,remitted,Accra,english,0,0.55,-328.86,0,0
AGT009,CUST0200,+233183011541,1060.43,2026-05-09 03:23:54,cash,remitted,Cape_Coast,english,0,0.4595,-55.75,0,0
AGT007,CUST0050,+233999293008,1401.71,2026-04-27 05:10:03,cash,missed,Kumasi,english,97,0.625,343.85,1,0
AGT028,CUST0067,+233634158179,1802.52,2026-02-14 15:44:38,cash,remitted,Accra,twi,0,0.5116,787.48,0,0
AGT014,CUST0300,+233954036877,1588.54,2026-02-19 06:53:00,cash,remitted,Accra,twi,0,0.4595,686.76,0,0
AGT031,CUST0381,+233802839945,1359.19,2026-04-14 03:55:27,cash,missed,Takoradi,twi,292,0.6207,469.16,1,1
AGT019,CUST0058,+233234955682,1365.67,2026-06-20 18:29:50,bank_transfer,pending,Cape_Coast,dagbani,660,0.4062,436.45,0,0
AGT047,CUST0259,+233762669422,1892.93,2026-02-21 08:32:57,cash,remitted,Cape_Coast,english,0,0.5,920.86,0,0
AGT016,CUST0342,+233444640101,605.73,2026-02-13 15:50:00,momo,remitted,Kumasi,twi,0,0.4688,-342.42,0,0
AGT005,CUST0326,+233232876304,22.2,2026-05-19 16:56:10,momo,pending,Kumasi,dagbani,139,0.4048,-873.78,0,0
AGT035,CUST0130,+233770297867,558.47,2026-07-21 17:51:47,momo,remitted,Accra,english,0,0.6122,-457.52,0,0
AGT012,CUST0215,+233508587445,451.42,2026-06-16 08:15:20,bank_transfer,remitted,Cape_Coast,twi,0,0.55,-478.28,0,0
AGT025,CUST0172,+233171619443,1330.43,2026-07-02 09:01:39,cash,pending,Cape_Coast,dagbani,709,0.4375,364.63,0,0
AGT021,CUST0258,+233142622487,1274.75,2026-08-05 00:59:44,cash,remitted,Kumasi,twi,0,0.5758,125.31,0,0
AGT036,CUST0102,+233648239768,1195.05,2026-03-27 03:53:06,cash,remitted,Tamale,english,0,0.4872,172.27,0,0
AGT023,CUST0209,+233278914681,52.16,2026-03-29 01:56:41,cash,remitted,Accra,english,0,0.5349,-844.65,0,0
AGT016,CUST0291,+233181743035,1462.98,2026-06-16 03:56:45,momo,remitted,Cape_Coast,twi,0,0.4688,514.83,0,0
AGT039,CUST0354,+233734141529,660.59,2026-08-07 11:03:30,momo,missed,Takoradi,dagbani,716,0.5349,-245.82,1,0
AGT045,CUST0471,+233862538213,1336.81,2026-02-26 09:40:26,bank_transfer,remitted,Takoradi,english,0,0.4444,274.83,0,0
AGT042,CUST0286,+233152866880,1122.03,2026-04-29 11:06:58,cash,missed,Tamale,dagbani,692,0.5312,157.19,2,0
AGT039,CUST0116,+233365703251,698.61,2026-05-14 10:48:32,bank_transfer,remitted,Kumasi,english,0,0.5349,-207.8,0,0
AGT014,CUST0264,+233980119926,286.46,2026-05-30 00:20:00,cash,remitted,Kumasi,english,0,0.4595,-615.32,0,0
AGT031,CUST0150,+233203042203,206.95,2026-06-19 10:32:22,cash,remitted,Kumasi,twi,0,0.6207,-683.08,0,0
AGT005,CUST0300,+233174099471,1666.41,2026-03-09 14:52:40,cash,pending,Takoradi,twi,187,0.4048,770.43,0,0
AGT035,CUST0442,+233198447022,1838.43,2026-04-11 03:28:14,momo,missed,Kumasi,english,606,0.6122,822.44,1,1
AGT023,CUST0036,+233191465831,1306.58,2026-04-28 01:49:29,cash,remitted,Takoradi,english,0,0.5349,409.77,0,0
AGT029,CUST0453,+233664866651,224.8,2026-07-18 16:25:42,bank_transfer,remitted,Tamale,dagbani,0,0.38,-728.44,0,0
AGT043,CUST0333,+233560117963,816.01,2026-07-13 03:58:42,bank_transfer,remitted,Accra,dagbani,0,0.3448,-97.08,0,0
AGT011,CUST0477,+233639234074,1463.3,2026-05-27 04:11:37,bank_transfer,pending,Cape_Coast,english,245,0.3171,599.67,0,0
AGT018,CUST0287,+233423649013,1564.05,2026-05-19 22:10:45,cash,remitted,Tamale,english,0,0.4722,593.77,0,0
AGT047,CUST0303,+233172789684,254.07,2026-06-27 15:08:23,bank_transfer,remitted,Takoradi,dagbani,0,0.5,-718.0,0,0
AGT012,CUST0311,+233428070825,20.06,2026-02-12 00:23:04,momo,remitted,Tamale,twi,0,0.55,-909.64,0,0
AGT009,CUST0208,+233186578874,1430.03,2026-06-27 08:50:14,cash,remitted,Cape_Coast,english,0,0.4595,313.85,0,0
AGT010,CUST0106,+233669428142,726.06,2026-04-26 03:51:56,cash,remitted,Accra,dagbani,0,0.4,-413.42,0,0
AGT044,CUST0446,+233345481181,523.87,2026-03-10 21:17:54,cash,remitted,Cape_Coast,english,0,0.5366,-346.93,0,0
AGT017,CUST0158,+233605662184,45.54,2026-04-15 09:43:07,cash,pending,Takoradi,twi,149,0.5,-958.05,0,0
AGT038,CUST0121,+233616286113,1089.79,2026-04-30 09:48:37,momo,remitted,Cape_Coast,twi,0,0.4571,132.87,0,0
AGT007,CUST0055,+233880563876,1705.28,2026-03-28 12:37:47,bank_transfer,remitted,Tamale,twi,0,0.625,647.42,0,0
AGT046,CUST0400,+233166927749,1916.11,2026-06-24 17:31:29,cash,remitted,Kumasi,english,0,0.5455,968.35,0,0
AGT013,CUST0012,+233896749190,1140.18,2026-08-09 12:34:24,momo,remitted,Tamale,twi,0,0.4054,73.1,0,0
AGT040,CUST0145,+233175386847,1038.63,2026-04-06 17:53:00,bank_transfer,pending,Takoradi,dagbani,680,0.6222,61.37,0,1
AGT042,CUST0400,+233452614111,188.41,2026-07-16 04:36:27,cash,remitted,Accra,twi,0,0.5312,-776.43,0,0
AGT009,CUST0396,+233286009076,1106.77,2026-07-27 16:48:17,bank_transfer,remitted,Cape_Coast,twi,0,0.4595,-9.41,0,0
AGT050,CUST0136,+233494293912,772.36,2026-07-15 10:15:59,momo,remitted,Accra,english,0,0.5455,-123.2,0,0
AGT027,CUST0468,+233199393568,1222.13,2026-02-15 18:51:05,momo,remitted,Takoradi,dagbani,0,0.5161,471.66,0,0
AGT002,CUST0003,+233177139897,789.68,2026-07-09 12:37:41,cash,remitted,Cape_Coast,dagbani,0,0.5238,-289.7,0,0
AGT005,CUST0144,+233521317363,495.79,2026-02-18 18:13:56,momo,remitted,Tamale,dagbani,0,0.4048,-400.19,0,0
AGT029,CUST0030,+233709283896,208.03,2026-03-01 20:20:44,cash,remitted,Tamale,twi,0,0.38,-745.21,0,0
AGT037,CUST0237,+233622866301,643.54,2026-04-18 13:33:05,momo,pending,Takoradi,dagbani,199,0.4898,-524.23,0,0
AGT038,CUST0279,+233403437835,211.36,2026-07-01 08:55:41,cash,remitted,Cape_Coast,english,0,0.4571,-745.56,0,0
AGT019,CUST0348,+233105813775,370.26,2026-08-01 09:32:57,bank_transfer,remitted,Tamale,twi,0,0.4062,-558.96,0,0
AGT008,CUST0115,+233392455119,1974.93,2026-07-19 12:10:36,cash,pending,Takoradi,twi,687,0.4884,836.82,0,0
AGT048,CUST0104,+233313891626,899.33,2026-03-03 16:49:08,cash,remitted,Takoradi,twi,0,0.4375,-50.0,0,0
AGT045,CUST0118,+233800111220,1073.11,2026-07-08 10:39:06,momo,remitted,Accra,dagbani,0,0.4444,11.13,0,0
AGT001,CUST0005,+233729035491,1749.76,2026-05-18 00:09:45,cash,remitted,Tamale,twi,0,0.525,652.35,0,0
AGT022,CUST0468,+233307799244,1991.23,2026-04-19 15:00:54,momo,remitted,Cape_Coast,english,0,0.5366,1039.22,0,0
AGT017,CUST0360,+233655146467,1173.77,2026-05-17 03:22:57,bank_transfer,remitted,Tamale,english,0,0.5,170.18,0,0
AGT007,CUST0248,+233516873070,1628.7,2026-04-13 15:19:00,momo,remitted,Tamale,english,0,0.625,570.84,0,0
AGT025,CUST0364,+233854110770,667.34,2026-07-21 01:53:54,cash,pending,Tamale,twi,717,0.4375,-298.46,0,0
AGT045,CUST0321,+233201339592,625.37,2026-02-14 15:35:22,momo,remitted,Takoradi,english,0,0.4444,-436.61,0,0
AGT004,CUST0121,+233301705631,817.35,2026-07-14 09:54:15,momo,remitted,Kumasi,english,0,0.4412,-224.71,0,0
AGT036,CUST0286,+233738062922,1351.56,2026-07-01 02:49:33,momo,remitted,Kumasi,twi,0,0.4872,328.78,0,0
AGT006,CUST0149,+233442579975,1370.74,2026-07-25 06:05:28,cash,remitted,Accra,dagbani,0,0.5135,410.0,0,0
AGT031,CUST0084,+233242586080,644.17,2026-03-03 04:14:51,cash,remitted,Tamale,dagbani,0,0.6207,-245.86,0,0
AGT019,CUST0454,+233555896022,283.76,2026-06-22 10:43:15,momo,remitted,Kumasi,dagbani,0,0.4062,-645.46,0,0
AGT044,CUST0406,+233230464472,1272.14,2026-06-07 11:08:01,cash,remitted,Accra,dagbani,0,0.5366,401.34,0,0
AGT039,CUST0466,+233276713207,274.09,2026-03-15 09:46:39,cash,pending,Takoradi,english,398,0.5349,-632.32,0,0
AGT027,CUST0456,+233993334983,1165.42,2026-05-15 10:44:33,cash,remitted,Tamale,dagbani,0,0.5161,414.95,0,0
AGT010,CUST0231,+233989465900,1392.98,2026-02-14 06:13:23,momo,pending,Cape_Coast,english,521,0.4,253.5,0,0
AGT026,CUST0288,+233735677909,1407.21,2026-04-05 16:36:05,bank_transfer,missed,Takoradi,twi,108,0.4182,184.97,1,0
AGT019,CUST0161,+233754242874,1511.87,2026-05-13 14:46:44,momo,remitted,Accra,twi,0,0.4062,582.65,0,0
AGT039,CUST0272,+233327271299,1748.26,2026-07-09 13:10:37,cash,pending,Takoradi,dagbani,406,0.5349,841.85,0,0
AGT003,CUST0460,+233741905255,1009.92,2026-08-05 23:08:13,cash,pending,Cape_Coast,twi,656,0.5122,51.57,0,0
AGT045,CUST0038,+233382157250,1465.89,2026-04-08 11:58:02,bank_transfer,remitted,Takoradi,english,0,0.4444,403.91,0,0
